기업명,코드,업종,15회업종분류,"규모
코드","내부
지분율
(4)","전문경영인정도
(3)","소비성
지출
(3)","위험성
(5)","관계사
출자
(3)","관계사
지급보증
(2)","건전성
(20점)","공정거래1
(1)","공정거래2
(2)","불성실
공시
(2)","
사업
보고서 
적정성
(2)","사외이사비율
(2)","사외이사의이사회
참여
(2)","공정성
(11점)","장애인
고용비율
(2)","여성
채용비율
(2)","기부금
(3)","사회봉사
기여도
(7)","공산품사후봉사
우수기업인증
(2)","품질
관련인증
(3)","광고비
과다지출
(2)","소비자보호만족도
총점
(7)","환경
회계공시
(2)","에너지
효율
(2)","환경관련인증 
및 수상
(3)","수,대,특 
오염실태(3)","환경보호만족도
총점
(10)","작업장
보건
안전인증(2)","1인당
교육훈련비
(2)","교육훈련비
증가율
(2)","임금
보상체계
(2)","복지후생
(2)","종업원
만족도
총점
(10)","연구개발지출
(제조2점/
비제조3점)","특허및장영실상
(제조1점)","수익성
(1)","성장성
(1)","설비투자
(제조1점)","고용인력
증가율
(비제조1점)","조세납부
(제조1점,
비제조2점)","배당성향
(1)","노동생산성
증가율
(1)","수출비중
(제조1점)","경제발전
기여도
(10)","정량평가
총점
(75)"
넥센타이어,' 02350,고무제품제조,금속/비금속/화학업,1 ,1.81 ,2.10 ,3.00 ,2.75 ,1.65 ,1.70 ,13.01 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,2.00 ,0.50 ,1.01 ,3.51 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,1.40 ,0.75 ,2.55 ,6.40 ,0.50 ,0.50 ,0.50 ,1.21 ,0.95 ,3.66 ,1.40 ,0.40 ,0.45 ,0.26 ,1.00 ,,0.37 ,0.27 ,0.38 ,0.85 ,5.38 ,43.96 
서울도시가스,' 17390,전기가스증기업,비제조/서비스업,1 ,1.69 ,2.55 ,3.00 ,3.50 ,1.65 ,1.40 ,13.79 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,1.06 ,0.50 ,1.84 ,3.40 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,2.00 ,1.14 ,1.02 ,0.78 ,5.44 ,1.65 ,,0.60 ,0.26 ,,0.55 ,0.65 ,0.27 ,0.53 ,,4.51 ,43.93 
한국프랜지공업,' 10100,자동차제조,전기전자/기계업,1 ,2.44 ,1.20 ,3.00 ,2.75 ,1.65 ,1.70 ,12.74 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,2.00 ,8.35 ,0.75 ,1.70 ,0.94 ,3.39 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,1.40 ,0.75 ,2.55 ,5.70 ,0.50 ,2.00 ,0.77 ,1.12 ,1.39 ,5.78 ,0.80 ,0.25 ,0.47 ,0.26 ,1.00 ,,0.30 ,0.31 ,0.42 ,0.85 ,4.67 ,43.87 
비앤지스틸,' 04560,제1차금속산업,금속/비금속/화학업,1 ,2.07 ,2.10 ,3.00 ,2.75 ,2.55 ,1.40 ,13.87 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,2.00 ,8.35 ,2.00 ,0.50 ,1.04 ,3.54 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,2.00 ,0.71 ,0.69 ,5.90 ,0.50 ,0.25 ,0.58 ,0.26 ,1.00 ,,0.25 ,0.26 ,0.33 ,0.70 ,4.13 ,43.85 
이구산업,' 25820,제1차금속산업,금속/비금속/화학업,2 ,2.04 ,2.10 ,2.10 ,2.00 ,2.10 ,1.70 ,12.04 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,2.00 ,9.35 ,1.19 ,1.70 ,0.81 ,3.70 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,1.40 ,0.75 ,2.55 ,6.40 ,0.50 ,1.47 ,1.74 ,0.74 ,0.53 ,4.98 ,0.50 ,0.25 ,0.39 ,0.27 ,1.00 ,,0.40 ,0.27 ,0.57 ,0.40 ,4.04 ,43.76 
신성건설,' 01970,종합건설업,비제조/서비스업,1 ,3.44 ,2.10 ,2.55 ,2.00 ,1.20 ,1.40 ,12.69 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,1.50 ,8.85 ,0.56 ,1.70 ,0.84 ,3.10 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,1.65 ,2.55 ,6.40 ,0.50 ,2.00 ,0.92 ,1.21 ,0.66 ,5.29 ,1.65 ,,0.52 ,0.26 ,,0.40 ,0.64 ,0.27 ,0.40 ,,4.14 ,43.72 
삼환기업,' 00360,종합건설업,비제조/서비스업,1 ,3.07 ,2.10 ,3.00 ,4.25 ,2.10 ,1.70 ,16.22 ,0.55 ,1.10 ,1.70 ,2.00 ,0.50 ,0.50 ,6.35 ,1.30 ,0.50 ,0.78 ,2.59 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,1.20 ,1.46 ,0.97 ,0.68 ,4.81 ,1.20 ,,0.44 ,0.26 ,,0.70 ,0.97 ,0.28 ,0.43 ,,4.29 ,43.66 
디피씨,' 26890,전기장비제조,전기전자/기계업,2 ,3.17 ,2.10 ,3.00 ,3.50 ,1.20 ,1.10 ,14.07 ,0.85 ,1.70 ,1.70 ,2.00 ,1.50 ,1.10 ,8.85 ,1.19 ,0.50 ,0.78 ,2.47 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,1.52 ,0.71 ,1.69 ,0.94 ,5.36 ,1.10 ,0.55 ,0.25 ,0.25 ,0.83 ,,0.29 ,0.25 ,0.46 ,0.85 ,4.84 ,43.64 
대구백화점,' 06370,소매업,비제조/서비스업,1 ,2.67 ,2.10 ,3.00 ,4.25 ,2.10 ,1.70 ,15.82 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,1.38 ,0.50 ,1.12 ,2.99 ,1.00 ,0.75 ,0.50 ,2.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.69 ,1.54 ,1.77 ,6.50 ,0.75 ,,0.38 ,0.26 ,,0.25 ,0.78 ,0.29 ,0.70 ,,3.41 ,43.62 
한창제지,' 09460,종이제품제조,식약/섬유/종이업,2 ,2.91 ,1.65 ,2.10 ,1.25 ,2.55 ,1.70 ,12.16 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,1.00 ,0.50 ,2.38 ,3.88 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,1.40 ,0.75 ,2.55 ,6.40 ,0.50 ,2.00 ,0.92 ,1.03 ,0.93 ,5.38 ,0.80 ,0.55 ,0.44 ,0.26 ,1.00 ,,0.26 ,0.28 ,0.40 ,0.70 ,4.69 ,43.61 
삼광유리공업,' 05090,비금속광물제조업,금속/비금속/화학업,2 ,2.43 ,2.55 ,1.65 ,2.75 ,2.55 ,1.70 ,13.63 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,2.00 ,1.70 ,0.93 ,4.63 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,1.40 ,0.75 ,2.55 ,5.70 ,0.50 ,1.22 ,0.94 ,0.75 ,0.63 ,4.04 ,0.50 ,0.55 ,0.31 ,0.26 ,1.00 ,,0.28 ,0.32 ,0.38 ,0.40 ,4.00 ,43.55 
부산도시가스,' 15350,전기가스증기업,비제조/서비스업,1 ,2.35 ,2.55 ,2.55 ,5.00 ,2.55 ,1.70 ,16.70 ,0.55 ,1.70 ,1.70 ,1.60 ,0.50 ,0.50 ,6.55 ,1.19 ,0.50 ,1.01 ,2.70 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.98 ,1.12 ,0.90 ,5.50 ,0.75 ,,0.50 ,0.26 ,,0.40 ,0.85 ,0.32 ,0.51 ,,3.59 ,43.54 
서흥캅셀,' 08490,화학제품제조업,식약/섬유/종이업,3 ,2.07 ,1.65 ,2.10 ,4.25 ,2.10 ,1.70 ,13.87 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,0.66 ,0.50 ,0.91 ,2.07 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,1.40 ,0.75 ,2.55 ,6.40 ,0.50 ,1.69 ,0.83 ,0.95 ,0.73 ,4.70 ,0.80 ,0.40 ,0.36 ,0.26 ,1.00 ,,0.30 ,0.31 ,0.37 ,0.70 ,4.49 ,43.53 
대현,' 16090,의복제조업,식약/섬유/종이업,2 ,2.67 ,2.10 ,3.00 ,3.50 ,2.10 ,1.70 ,15.07 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,0.81 ,0.50 ,1.01 ,2.32 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,1.34 ,1.34 ,0.73 ,5.92 ,0.50 ,0.25 ,1.00 ,0.26 ,0.25 ,,0.40 ,0.26 ,0.71 ,0.25 ,3.87 ,43.53 
태림포장공업,' 11280,종이제품제조,식약/섬유/종이업,2 ,2.10 ,1.20 ,2.10 ,2.75 ,1.65 ,1.70 ,11.50 ,0.55 ,1.70 ,1.70 ,2.00 ,1.10 ,1.10 ,8.15 ,2.00 ,1.70 ,0.75 ,4.45 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,1.65 ,2.10 ,5.25 ,0.50 ,1.46 ,2.00 ,1.29 ,1.03 ,6.27 ,0.80 ,0.25 ,0.37 ,0.26 ,1.00 ,,0.33 ,0.29 ,0.49 ,0.40 ,4.19 ,43.52 
동양건설(동양건설산업),' 05900,종합건설업,비제조/서비스업,1 ,2.44 ,2.55 ,3.00 ,4.25 ,1.20 ,1.40 ,14.84 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,0.63 ,0.50 ,1.40 ,2.52 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.78 ,0.90 ,0.88 ,5.06 ,1.65 ,,0.91 ,0.26 ,,0.25 ,0.95 ,0.26 ,0.43 ,,4.72 ,43.48 
크라운제과,' 05740,음식료품제조업,식약/섬유/종이업,1 ,2.46 ,2.55 ,3.00 ,1.25 ,1.65 ,1.40 ,12.31 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,0.77 ,1.70 ,0.90 ,3.38 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,1.40 ,0.75 ,2.10 ,5.25 ,0.50 ,2.00 ,0.94 ,2.00 ,1.76 ,7.20 ,1.10 ,0.55 ,0.47 ,0.26 ,1.00 ,,0.34 ,0.27 ,0.43 ,0.40 ,4.82 ,43.46 
케이씨티시(KCTC),' 09070,육상운송업,비제조/서비스업,2 ,3.05 ,1.65 ,3.00 ,4.25 ,1.65 ,1.40 ,15.00 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,2.00 ,0.50 ,0.75 ,3.25 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.76 ,1.47 ,0.74 ,5.47 ,0.75 ,,0.32 ,0.26 ,,0.25 ,0.53 ,0.26 ,0.55 ,,2.93 ,43.45 
다우기술,' 23590,정보관련업,비제조/서비스업,2 ,2.76 ,2.10 ,1.65 ,4.25 ,1.20 ,1.10 ,13.06 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,2.00 ,8.35 ,1.19 ,0.50 ,0.77 ,2.46 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.69 ,2.00 ,2.00 ,7.19 ,1.65 ,,0.27 ,0.26 ,,0.85 ,0.64 ,0.25 ,0.40 ,,4.32 ,43.44 
유니켐,' 11330,가죽제품및신발제조,식약/섬유/종이업,3 ,3.62 ,2.10 ,1.65 ,2.75 ,2.10 ,1.70 ,13.92 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,1.19 ,1.40 ,0.75 ,3.34 ,1.00 ,1.20 ,1.50 ,3.70 ,1.70 ,0.50 ,1.65 ,2.55 ,6.40 ,0.50 ,0.62 ,2.00 ,1.07 ,0.67 ,4.86 ,0.50 ,0.25 ,0.32 ,0.27 ,0.83 ,,0.25 ,0.25 ,0.45 ,0.85 ,3.97 ,43.44 
나자인,' 14590,의복제조업,식약/섬유/종이업,2 ,2.75 ,1.65 ,2.10 ,3.50 ,1.65 ,1.70 ,13.35 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,1.19 ,0.50 ,0.87 ,2.56 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,1.50 ,2.00 ,1.60 ,7.60 ,0.80 ,0.25 ,0.35 ,0.26 ,0.38 ,,0.30 ,0.32 ,0.51 ,0.85 ,4.03 ,43.43 
삼성제약공업,' 01360,화학제품제조업,식약/섬유/종이업,3 ,2.45 ,1.20 ,2.10 ,2.75 ,2.55 ,1.70 ,12.75 ,0.85 ,1.70 ,1.70 ,1.60 ,2.00 ,0.50 ,8.35 ,1.19 ,1.70 ,1.01 ,3.90 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,1.95 ,0.67 ,2.00 ,0.86 ,5.98 ,1.10 ,0.40 ,0.25 ,0.26 ,1.00 ,,0.34 ,0.25 ,0.40 ,0.40 ,4.40 ,43.43 
동부한농화학,' 00990,화학제품제조업,금속/비금속/화학업,1 ,1.42 ,2.55 ,2.55 ,2.00 ,1.65 ,1.70 ,11.87 ,0.85 ,1.70 ,1.70 ,1.60 ,1.10 ,0.50 ,7.45 ,0.50 ,0.80 ,0.77 ,2.07 ,1.00 ,1.20 ,1.50 ,3.70 ,1.70 ,1.40 ,0.75 ,2.55 ,6.40 ,0.50 ,2.00 ,1.32 ,1.40 ,0.67 ,5.90 ,1.70 ,0.70 ,0.52 ,0.26 ,1.00 ,,0.33 ,0.27 ,0.55 ,0.70 ,6.04 ,43.43 
한신공영,' 04960,종합건설업,비제조/서비스업,1 ,2.23 ,2.55 ,2.55 ,2.75 ,2.55 ,1.70 ,14.33 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,0.50 ,6.85 ,0.92 ,0.50 ,1.61 ,3.03 ,1.00 ,1.20 ,1.50 ,3.70 ,1.70 ,0.50 ,1.65 ,2.55 ,6.40 ,0.50 ,2.00 ,0.86 ,1.12 ,0.79 ,5.27 ,0.75 ,,0.57 ,0.26 ,,0.85 ,0.71 ,0.29 ,0.39 ,,3.83 ,43.41 
봉신,' 05350,기타장비제조업,전기전자/기계업,3 ,2.61 ,1.20 ,2.55 ,4.25 ,2.10 ,1.70 ,14.41 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,1.19 ,0.50 ,0.75 ,2.44 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,1.15 ,2.00 ,1.23 ,0.51 ,5.39 ,0.50 ,0.25 ,0.43 ,0.26 ,1.00 ,,0.36 ,0.30 ,0.38 ,0.85 ,4.33 ,43.38 
광전자,' 17900,영상통신장비제조,전기전자/기계업,2 ,2.43 ,2.55 ,3.00 ,2.75 ,1.65 ,1.40 ,13.78 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,1.95 ,1.70 ,0.75 ,4.40 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.53 ,0.64 ,0.97 ,0.50 ,3.14 ,0.50 ,0.55 ,0.58 ,0.26 ,1.00 ,,0.39 ,0.27 ,0.40 ,0.85 ,4.79 ,43.37 
동양석판,' 02710,제1차금속산업,금속/비금속/화학업,2 ,2.49 ,2.10 ,2.10 ,2.75 ,1.65 ,1.70 ,12.79 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,1.50 ,8.25 ,2.00 ,1.70 ,1.06 ,4.76 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,1.03 ,0.79 ,0.71 ,5.03 ,0.50 ,0.25 ,0.56 ,0.26 ,1.00 ,,0.33 ,0.27 ,0.46 ,0.85 ,4.48 ,43.36 
남성,' 04270,도매업,비제조/서비스업,2 ,2.77 ,1.20 ,3.00 ,2.75 ,1.65 ,1.40 ,12.77 ,0.85 ,1.70 ,1.70 ,1.60 ,1.10 ,0.50 ,7.45 ,1.19 ,1.70 ,2.52 ,5.41 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.50 ,0.50 ,2.00 ,1.33 ,4.83 ,2.10 ,,0.26 ,0.26 ,,0.25 ,0.50 ,0.44 ,0.57 ,,4.38 ,43.34 
동일고무벨트,' 04840,고무제품제조,금속/비금속/화학업,2 ,1.83 ,2.10 ,2.55 ,3.50 ,1.20 ,1.10 ,12.28 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,0.50 ,6.85 ,1.16 ,0.50 ,1.43 ,3.10 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,2.00 ,0.70 ,1.96 ,1.51 ,6.67 ,1.70 ,0.55 ,0.35 ,0.26 ,1.00 ,,0.31 ,0.26 ,0.36 ,0.70 ,5.49 ,43.33 
혜인,' 03010,도매업,비제조/서비스업,2 ,3.21 ,1.65 ,2.55 ,3.50 ,2.55 ,1.70 ,15.16 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,0.50 ,0.50 ,1.84 ,2.84 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,1.06 ,1.67 ,1.09 ,6.31 ,0.75 ,,0.30 ,0.26 ,,0.85 ,0.67 ,0.39 ,0.49 ,,3.71 ,43.32 
동부건설,' 05960,종합건설업,비제조/서비스업,1 ,2.27 ,2.55 ,2.55 ,3.50 ,1.20 ,1.40 ,13.47 ,0.85 ,1.70 ,1.10 ,1.60 ,0.50 ,1.50 ,7.25 ,0.94 ,0.50 ,1.11 ,2.55 ,1.00 ,1.20 ,1.50 ,3.70 ,1.70 ,0.50 ,1.65 ,2.55 ,6.40 ,0.50 ,2.00 ,1.07 ,0.76 ,0.65 ,4.98 ,2.10 ,,0.50 ,0.26 ,,0.70 ,0.72 ,0.30 ,0.39 ,,4.96 ,43.31 
세방기업(세방),' 04360,육상운송업,비제조/서비스업,1 ,3.21 ,2.55 ,1.65 ,2.75 ,2.10 ,1.10 ,13.36 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,2.00 ,8.35 ,2.00 ,0.50 ,3.00 ,5.50 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,1.04 ,0.89 ,0.55 ,4.99 ,0.75 ,,0.41 ,0.26 ,,0.25 ,0.74 ,0.28 ,0.38 ,,3.06 ,43.31 
풍림산업,' 01310,종합건설업,비제조/서비스업,1 ,3.05 ,2.55 ,2.55 ,1.25 ,1.65 ,1.70 ,12.75 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,0.60 ,0.50 ,0.81 ,1.91 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,1.50 ,2.00 ,1.12 ,1.05 ,0.77 ,6.45 ,1.65 ,,0.47 ,0.26 ,,0.70 ,0.69 ,0.30 ,0.42 ,,4.49 ,43.30 
고려아연,' 10130,제1차금속산업,금속/비금속/화학업,1 ,2.30 ,2.10 ,3.00 ,3.50 ,1.20 ,1.10 ,13.20 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,1.10 ,7.85 ,0.69 ,0.50 ,0.86 ,2.05 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,1.40 ,2.10 ,2.55 ,7.75 ,0.50 ,1.25 ,1.21 ,0.80 ,0.50 ,4.26 ,0.50 ,0.25 ,0.61 ,0.26 ,1.00 ,,0.46 ,0.27 ,0.67 ,0.85 ,4.87 ,43.23 
태광산업,' 03240,화학제품제조업,금속/비금속/화학업,1 ,2.21 ,2.55 ,2.55 ,5.00 ,2.10 ,1.70 ,16.11 ,0.55 ,1.70 ,1.10 ,2.00 ,1.10 ,0.50 ,6.95 ,0.93 ,0.50 ,0.76 ,2.19 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,1.40 ,0.75 ,2.10 ,5.25 ,1.50 ,0.73 ,1.41 ,0.57 ,0.50 ,4.71 ,0.80 ,0.40 ,0.38 ,0.26 ,1.00 ,,0.36 ,0.25 ,0.45 ,0.85 ,4.75 ,43.20 
한솔LCD,' 04710,영상통신장비제조,전기전자/기계업,1 ,3.61 ,2.55 ,2.55 ,1.25 ,2.55 ,1.70 ,14.21 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,0.57 ,0.50 ,1.57 ,2.64 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,1.26 ,0.96 ,1.37 ,1.39 ,5.48 ,1.40 ,0.70 ,0.29 ,0.26 ,0.41 ,,0.25 ,0.25 ,0.38 ,0.85 ,4.79 ,43.12 
백광산업,' 01340,화학제품제조업,금속/비금속/화학업,3 ,2.50 ,1.20 ,2.10 ,3.50 ,2.55 ,1.70 ,13.55 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,2.00 ,8.35 ,1.19 ,0.50 ,1.71 ,3.39 ,1.00 ,1.20 ,1.50 ,3.70 ,1.70 ,1.40 ,0.75 ,2.55 ,6.40 ,0.50 ,1.13 ,0.60 ,0.77 ,0.79 ,3.79 ,0.50 ,0.25 ,0.41 ,0.26 ,1.00 ,,0.37 ,0.29 ,0.43 ,0.40 ,3.91 ,43.10 
다함이텍,' 09280,영상통신장비제조,전기전자/기계업,2 ,2.30 ,2.10 ,1.65 ,5.00 ,1.20 ,1.70 ,13.95 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,1.19 ,0.50 ,1.35 ,3.04 ,1.00 ,1.65 ,1.50 ,4.15 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.87 ,1.45 ,0.76 ,0.74 ,4.33 ,1.70 ,0.25 ,0.37 ,0.26 ,0.85 ,,0.59 ,0.26 ,0.46 ,0.85 ,5.57 ,43.09 
휴스틸,' 05010,제1차금속산업,금속/비금속/화학업,1 ,2.16 ,2.10 ,2.55 ,2.75 ,2.55 ,1.70 ,13.81 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,0.50 ,6.85 ,2.00 ,1.70 ,0.85 ,4.55 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,1.02 ,0.67 ,0.57 ,4.76 ,0.50 ,0.55 ,0.65 ,0.26 ,1.00 ,,0.29 ,0.28 ,0.53 ,0.55 ,4.60 ,43.07 
한창,' 05110,영상통신장비제조,전기전자/기계업,3 ,2.50 ,2.55 ,2.55 ,2.00 ,1.65 ,1.70 ,12.95 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,1.19 ,1.70 ,0.86 ,3.75 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,1.45 ,0.58 ,2.00 ,2.00 ,6.53 ,0.50 ,0.25 ,0.25 ,0.26 ,1.00 ,,0.25 ,0.25 ,0.27 ,0.55 ,3.58 ,42.99 
대원화성,' 24890,고무제품제조,금속/비금속/화학업,3 ,2.35 ,1.20 ,1.65 ,2.75 ,2.55 ,1.70 ,12.20 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,1.19 ,0.50 ,0.96 ,2.65 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,1.40 ,1.65 ,2.55 ,6.60 ,0.50 ,0.75 ,1.18 ,1.62 ,1.60 ,5.65 ,1.40 ,0.25 ,0.28 ,0.26 ,1.00 ,,0.25 ,0.43 ,0.35 ,0.70 ,4.92 ,42.97 
성창기업,' 00180,목재제품제조,식약/섬유/종이업,2 ,2.97 ,1.65 ,3.00 ,2.00 ,2.55 ,1.70 ,13.87 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,1.50 ,8.25 ,2.00 ,0.50 ,0.91 ,3.41 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,1.40 ,0.75 ,2.55 ,5.70 ,0.50 ,0.65 ,0.79 ,2.00 ,0.74 ,4.68 ,0.50 ,0.25 ,0.39 ,0.26 ,1.00 ,,0.25 ,0.29 ,0.45 ,0.40 ,3.78 ,42.94 
넥센,' 05720,고무제품제조,금속/비금속/화학업,2 ,2.61 ,2.10 ,2.55 ,2.75 ,1.65 ,1.40 ,13.06 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,1.10 ,7.85 ,2.00 ,0.50 ,1.27 ,3.77 ,1.00 ,1.20 ,1.50 ,3.70 ,1.70 ,1.40 ,0.75 ,2.10 ,5.95 ,0.50 ,1.35 ,1.01 ,0.76 ,0.56 ,4.19 ,0.50 ,0.25 ,0.52 ,0.26 ,1.00 ,,0.38 ,0.26 ,0.41 ,0.85 ,4.43 ,42.94 
광명전기,' 17040,전기장비제조,전기전자/기계업,3 ,2.59 ,2.10 ,2.55 ,4.25 ,1.65 ,1.70 ,14.84 ,0.85 ,1.70 ,1.70 ,1.60 ,1.10 ,0.50 ,7.45 ,1.19 ,0.50 ,0.75 ,2.44 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,1.65 ,2.10 ,5.25 ,0.50 ,0.71 ,0.56 ,2.00 ,1.22 ,4.99 ,1.40 ,0.25 ,0.25 ,0.26 ,0.80 ,,0.25 ,0.25 ,0.42 ,0.40 ,4.27 ,42.94 
삼화콘덴서공업,' 01820,영상통신장비제조,전기전자/기계업,3 ,2.94 ,1.65 ,3.00 ,1.25 ,1.20 ,1.70 ,11.74 ,0.85 ,1.70 ,0.50 ,2.00 ,1.10 ,2.00 ,8.15 ,1.13 ,0.50 ,0.75 ,2.38 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,1.82 ,1.46 ,2.00 ,0.69 ,6.48 ,1.40 ,0.25 ,0.32 ,0.26 ,1.00 ,,0.25 ,0.34 ,0.54 ,0.85 ,5.22 ,42.91 
